Running Dreamer with 3 agents...
5, 0, -11.947524239543004, 362, False
5, 1, -21.980482081825965, 39, False
5, 2, -3.75368774888928, 334, False
5, 3, -9.474892720949233, 457, False
5, 4, -11.607024672311757, 285, False
5, 5, -1.985340077311901, 316, False
5, 6, -21.98441012785044, 476, False
5, 7, -4.957730764811108, 295, False
5, 8, -13.530538655061797, 96, False
5, 9, -2.5160976894715055, 218, False
5, 10, -17.8868211749373, 62, False
5, 11, -1.6242320106153891, 244, False
5, 12, -21.3940962703949, 127, False
5, 13, 0.05852027693347779, 220, False
5, 14, -8.737471394722112, 153, False
5, 15, 1.006259707035044, 331, False
5, 16, -1.4194697671982524, 206, False
5, 17, -19.702509400021434, 52, False
5, 18, -18.6924244168057, 222, False
5, 19, -21.320156201980048, 55, False
5, 20, 2.9468476629587457, 202, False
5, 21, 3.1615059310308844, 191, False
5, 22, -2.9253905615900555, 336, False
5, 23, -2.3781840844056537, 182, False
5, 24, -11.128040133491208, 635, False
5, 25, -0.7517025980019559, 238, False
5, 26, -11.826123760205997, 626, False
5, 27, -22.363235764424743, 79, False
5, 28, -21.405701370531155, 49, False
5, 29, -11.32227616676339, 406, False
5, 30, -1.95601944729301, 325, False
5, 31, -9.691052230064736, 297, False
5, 32, -20.278854479183238, 53, False
5, 33, -1.5822361641855225, 184, False
5, 34, -12.257439936647101, 342, False
5, 35, -7.190651580331883, 274, False
5, 36, -21.729543906311772, 179, False
5, 37, -10.09814656241942, 285, False
5, 38, -0.24362010019175648, 277, False
5, 39, -18.38453449837124, 355, False
5, 40, -15.157001758963272, 180, False
5, 41, -4.711762674386038, 305, False
5, 42, -24.808954595796123, 69, False
5, 43, 0.7281895848199014, 641, False
5, 44, 0.3570481977012809, 183, False
5, 45, -18.91590319650042, 56, False
5, 46, -8.854067475844552, 275, False
5, 47, -22.022222479978897, 88, False
5, 48, -5.303625667707232, 349, False
5, 49, -8.23110254551639, 225, False
5, 50, -6.811019514950846, 370, False
5, 51, 1.119902657295231, 458, False
5, 52, -1.087719059652121, 238, False
5, 53, -8.967753030159255, 372, False
5, 54, -6.19373326889367, 238, False
5, 55, -0.9863403332099626, 264, False
5, 56, -15.249329182755606, 100, False
5, 57, -18.12112075898644, 125, False
5, 58, -13.85295701895403, 508, False
5, 59, -8.71166593042666, 249, False
5, 60, -2.312402926361077, 263, False
5, 61, -30.173104855867287, 47, False
5, 62, -30.060015996249096, 44, False
5, 63, -15.685000188858146, 264, False
5, 64, -20.8625631990707, 455, False
5, 65, -2.367932610549939, 268, False
5, 66, -22.953321759960733, 53, False
5, 67, -15.80277327193747, 298, False
5, 68, -6.372498664661441, 233, False
5, 69, -10.160538602020655, 277, False
5, 70, 3.6526413930509367, 209, False
5, 71, -9.978361657433192, 309, False
5, 72, -4.604425414829502, 185, False
5, 73, 2.521917156271662, 229, False
5, 74, -4.339601017561311, 316, False
5, 75, -14.020701114837822, 290, False
5, 76, -22.187941093720138, 50, False
5, 77, -31.11484838074816, 228, False
5, 78, 1.5900556185433756, 210, False
5, 79, -21.374371057141918, 279, False
5, 80, -18.72140975721094, 60, False
5, 81, -30.212019656056253, 137, False
5, 82, -6.351392866055953, 312, False
5, 83, -6.698273170740305, 376, False
5, 84, -7.99306219759301, 225, False
5, 85, -1.563975745300203, 223, False
5, 86, -17.3703794245712, 52, False
5, 87, -0.2831092008468037, 219, False
5, 88, -2.0836141935646006, 307, False
5, 89, -6.032913429926874, 171, False
5, 90, -11.634988761448614, 248, False
5, 91, -0.2733183441880906, 312, False
5, 92, -3.394669286079737, 227, False
5, 93, -26.274702243056627, 69, False
5, 94, -1.3982173404532312, 273, False
5, 95, -26.520059424981454, 51, False
5, 96, -19.907695017398286, 46, False
5, 97, 2.3981098745468543, 279, False
5, 98, -26.46276401783988, 87, False
5, 99, -1.7305086208065228, 274, False
5, 100, -1.23960642482664, 297, False
5, 101, -13.092449829300733, 142, False
5, 102, -17.39894548542347, 58, False
5, 103, -9.374408476823845, 218, False
5, 104, 2.4733902890398194, 282, False
5, 105, -20.749148753941068, 191, False
5, 106, -18.548959544598365, 62, False
5, 107, 0.5978361037020478, 248, False
5, 108, -9.089711832822074, 249, False
5, 109, -3.0866883809903487, 321, False
5, 110, -22.568478433583902, 48, False
5, 111, -14.956066552355306, 253, False
5, 112, -17.88842347387548, 52, False
5, 113, -8.858919508077737, 274, False
5, 114, -2.8683528441953476, 297, False
5, 115, -0.19982698928138298, 236, False
5, 116, -19.298814599822514, 228, False
5, 117, -1.034590936241833, 271, False
5, 118, -6.057916664954449, 803, False
5, 119, -18.164565633334732, 110, False
5, 120, -11.272754516010917, 313, False
5, 121, -21.566205106230193, 35, False
5, 122, -11.789785031681076, 323, False
5, 123, -20.162194923136042, 420, False
5, 124, -10.588627191106077, 192, False
5, 125, -1.5537377771147176, 264, False
5, 126, -10.615666048469246, 395, False
5, 127, -4.264503079171839, 211, False
5, 128, -11.078640983969654, 303, False
5, 129, 0.07883844138176528, 245, False
5, 130, 2.5376925943990623, 240, False
5, 131, -0.46306886328676433, 289, False
5, 132, 1.11850773218311, 247, False
5, 133, -19.829690452159902, 264, False
5, 134, -13.138018941910335, 106, False
5, 135, -15.271749519716517, 247, False
5, 136, -13.222200225524412, 342, False
5, 137, -17.41531943242001, 505, False
5, 138, -26.307238054552304, 159, False
5, 139, -3.378156273931072, 315, False
5, 140, -17.79189231928577, 81, False
5, 141, -11.27452658778046, 258, False
5, 142, -21.509527808300977, 41, False
5, 143, -10.670183842140199, 466, False
5, 144, -10.15575136684643, 338, False
5, 145, -29.06271232240994, 64, False
5, 146, -12.97799362244253, 116, False
5, 147, -16.15433859644631, 58, False
5, 148, -13.3952393653873, 120, False
5, 149, -5.077607852043008, 275, False
5, 150, -29.861855777828463, 65, False
5, 151, -24.28364477886741, 71, False
5, 152, -4.271417961018487, 314, False
5, 153, -12.772018288587876, 486, False
5, 154, -4.765419200550284, 476, False
5, 155, -23.755187889188374, 35, False
5, 156, -20.756971371083605, 76, False
5, 157, -3.863477584577498, 235, False
5, 158, -19.241985737079013, 270, False
5, 159, -9.937676442471847, 208, False
5, 160, -25.111515903876793, 35, False
5, 161, -7.078372961273406, 480, False
5, 162, -23.749577304937574, 340, False
5, 163, -7.37256982146357, 311, False
5, 164, -24.85690456793986, 60, False
5, 165, -13.660521079528566, 340, False
5, 166, -14.451297338125292, 89, False
5, 167, -2.9039784326807294, 264, False
5, 168, -23.138233569175508, 56, False
5, 169, -22.296042166640778, 87, False
5, 170, -2.190438330334662, 335, False
5, 171, -2.111327626639757, 311, False
5, 172, -20.016186470508075, 262, False
5, 173, -14.906621018601165, 248, False
5, 174, -3.373343101870499, 310, False
5, 175, -12.75147054041794, 115, False
5, 176, -12.346869201180235, 165, False
5, 177, -6.066611367357345, 447, False
5, 178, -2.852531004857249, 379, False
5, 179, -9.596366013360901, 281, False
5, 180, -24.52592744923286, 44, False
5, 181, -8.241101265195189, 453, False
5, 182, -2.88328542331432, 508, False
5, 183, -14.668599149027639, 322, False
5, 184, -22.942405273157465, 149, False
5, 185, -1.199982521343998, 279, False
5, 186, -9.23198073726025, 307, False
5, 187, -22.99911686247729, 36, False
5, 188, -0.534553347453985, 293, False
5, 189, 0.32484405886266976, 311, False
5, 190, -21.966479865052783, 53, False
5, 191, -1.616887527279364, 298, False
5, 192, 1.4531237581203162, 261, False
5, 193, -8.924457494067042, 588, False
5, 194, -6.253666530061086, 364, False
5, 195, -21.372452866841805, 45, False
5, 196, -11.906946050796453, 197, False
5, 197, -13.507394205756126, 209, False
5, 198, -7.836015440726883, 403, False
5, 199, -0.80038361332528, 310, False
10, 0, -9.864454650956953, 928, False
10, 1, -2.967843756737, 320, False
10, 2, -7.330334006381876, 225, False
